Mod:Item:MetaData, Localized Name
tconstruct:large_sword_blade:0, Supercharged Violet Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Lepidolite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Ametrine Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Black Diamond Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Alexandrite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Pyrope Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Coral Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Sunstone Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Cat's Eye Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Zircon Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Jade Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Chrysoprase Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Apatite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Fluorite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Kyanite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Sodalite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Ammolite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Kunzite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Rose Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Tektite Large Sword Blade
tconstruct:large_sword_blade:0, Supercharged Pearl Large Sword Blade
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Adamantine Hammer Head
tconstruct:hammer_head:0, Antimony Hammer Head
tconstruct:hammer_head:0, Aquarium Hammer Head
tconstruct:hammer_head:0, Bismuth Hammer Head
tconstruct:hammer_head:0, Brass Hammer Head
tconstruct:hammer_head:0, Cold-Iron Hammer Head
tconstruct:hammer_head:0, Cupronickel Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Mithril Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Pewter Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Star-Steel Hammer Head
tconstruct:hammer_head:0, Tin Hammer Head
tconstruct:hammer_head:0, Zinc Hammer Head
tconstruct:hammer_head:0, Beryllium Hammer Head
tconstruct:hammer_head:0, Boron Hammer Head
tconstruct:hammer_head:0, Cadmium Hammer Head
tconstruct:hammer_head:0, Chromium Hammer Head
tconstruct:hammer_head:0, Galvanized Steel Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Magnesium Hammer Head
tconstruct:hammer_head:0, Manganese Hammer Head
tconstruct:hammer_head:0, Nichrome Hammer Head
tconstruct:hammer_head:0, Osmium Hammer Head
tconstruct:hammer_head:0, Plutonium Hammer Head
tconstruct:hammer_head:0, Rutile Hammer Head
tconstruct:hammer_head:0, Stainless Steel Hammer Head
tconstruct:hammer_head:0, Tantalum Hammer Head
tconstruct:hammer_head:0, Thorium Hammer Head
tconstruct:hammer_head:0, Titanium Hammer Head
tconstruct:hammer_head:0, Tungsten Hammer Head
tconstruct:hammer_head:0, Uranium Hammer Head
tconstruct:hammer_head:0, Zirconium Hammer Head
tconstruct:hammer_head:0, Treated Wood Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Garnet Hammer Head
tconstruct:hammer_head:0, Topaz Hammer Head
tconstruct:hammer_head:0, Amber Hammer Head
tconstruct:hammer_head:0, Heliodor Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Green Sapphire Hammer Head
tconstruct:hammer_head:0, Indicolite Hammer Head
tconstruct:hammer_head:0, Aquamarine Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Iolite Hammer Head
tconstruct:hammer_head:0, Amethyst Hammer Head
tconstruct:hammer_head:0, Agate Hammer Head
tconstruct:hammer_head:0, Morganite Hammer Head
tconstruct:hammer_head:0, Onyx Hammer Head
tconstruct:hammer_head:0, Opal Hammer Head
tconstruct:hammer_head:0, Carnelian Hammer Head
tconstruct:hammer_head:0, Spinel Hammer Head
tconstruct:hammer_head:0, Citrine Hammer Head
tconstruct:hammer_head:0, Jasper Hammer Head
tconstruct:hammer_head:0, Golden Beryl Hammer Head
tconstruct:hammer_head:0, Moldavite Hammer Head
tconstruct:hammer_head:0, Malachite Hammer Head
tconstruct:hammer_head:0, Turquoise Hammer Head
tconstruct:hammer_head:0, Moonstone Hammer Head
tconstruct:hammer_head:0, Blue Topaz Hammer Head
tconstruct:hammer_head:0, Tanzanite Hammer Head
tconstruct:hammer_head:0, Violet Sapphire Hammer Head
tconstruct:hammer_head:0, Lepidolite Hammer Head
tconstruct:hammer_head:0, Ametrine Hammer Head
tconstruct:hammer_head:0, Black Diamond Hammer Head
tconstruct:hammer_head:0, Alexandrite Hammer Head
tconstruct:hammer_head:0, Pyrope Hammer Head
tconstruct:hammer_head:0, Coral Hammer Head
tconstruct:hammer_head:0, Sunstone Hammer Head
tconstruct:hammer_head:0, Cat's Eye Hammer Head
tconstruct:hammer_head:0, Zircon Hammer Head
tconstruct:hammer_head:0, Jade Hammer Head
tconstruct:hammer_head:0, Chrysoprase Hammer Head
tconstruct:hammer_head:0, Apatite Hammer Head
tconstruct:hammer_head:0, Fluorite Hammer Head
tconstruct:hammer_head:0, Kyanite Hammer Head
tconstruct:hammer_head:0, Sodalite Hammer Head
tconstruct:hammer_head:0, Ammolite Hammer Head
tconstruct:hammer_head:0, Kunzite Hammer Head
tconstruct:hammer_head:0, Rose Quartz Hammer Head
tconstruct:hammer_head:0, Tektite Hammer Head
tconstruct:hammer_head:0, Pearl Hammer Head
tconstruct:hammer_head:0, Supercharged Ruby Hammer Head
tconstruct:hammer_head:0, Supercharged Garnet Hammer Head
tconstruct:hammer_head:0, Supercharged Topaz Hammer Head
tconstruct:hammer_head:0, Supercharged Amber Hammer Head
tconstruct:hammer_head:0, Supercharged Heliodor Hammer Head
tconstruct:hammer_head:0, Supercharged Peridot Hammer Head
tconstruct:hammer_head:0, Supercharged Green Sapphire Hammer Head
tconstruct:hammer_head:0, Supercharged Indicolite Hammer Head
tconstruct:hammer_head:0, Supercharged Aquamarine Hammer Head
tconstruct:hammer_head:0, Supercharged Sapphire Hammer Head
tconstruct:hammer_head:0, Supercharged Iolite Hammer Head
tconstruct:hammer_head:0, Supercharged Amethyst Hammer Head
tconstruct:hammer_head:0, Supercharged Agate Hammer Head
tconstruct:hammer_head:0, Supercharged Morganite Hammer Head
tconstruct:hammer_head:0, Supercharged Onyx Hammer Head
tconstruct:hammer_head:0, Supercharged Opal Hammer Head
tconstruct:hammer_head:0, Supercharged Carnelian Hammer Head
tconstruct:hammer_head:0, Supercharged Spinel Hammer Head
tconstruct:hammer_head:0, Supercharged Citrine Hammer Head
tconstruct:hammer_head:0, Supercharged Jasper Hammer Head
tconstruct:hammer_head:0, Supercharged Golden Beryl Hammer Head
tconstruct:hammer_head:0, Supercharged Moldavite Hammer Head
tconstruct:hammer_head:0, Supercharged Malachite Hammer Head
tconstruct:hammer_head:0, Supercharged Turquoise Hammer Head
tconstruct:hammer_head:0, Supercharged Moonstone Hammer Head
tconstruct:hammer_head:0, Supercharged Blue Topaz Hammer Head
tconstruct:hammer_head:0, Supercharged Tanzanite Hammer Head
tconstruct:hammer_head:0, Supercharged Violet Sapphire Hammer Head
tconstruct:hammer_head:0, Supercharged Lepidolite Hammer Head
tconstruct:hammer_head:0, Supercharged Ametrine Hammer Head
tconstruct:hammer_head:0, Supercharged Black Diamond Hammer Head
tconstruct:hammer_head:0, Supercharged Alexandrite Hammer Head
tconstruct:hammer_head:0, Supercharged Pyrope Hammer Head
tconstruct:hammer_head:0, Supercharged Coral Hammer Head
tconstruct:hammer_head:0, Supercharged Sunstone Hammer Head
tconstruct:hammer_head:0, Supercharged Cat's Eye Hammer Head
tconstruct:hammer_head:0, Supercharged Zircon Hammer Head
tconstruct:hammer_head:0, Supercharged Jade Hammer Head
tconstruct:hammer_head:0, Supercharged Chrysoprase Hammer Head
tconstruct:hammer_head:0, Supercharged Apatite Hammer Head
tconstruct:hammer_head:0, Supercharged Fluorite Hammer Head
tconstruct:hammer_head:0, Supercharged Kyanite Hammer Head
tconstruct:hammer_head:0, Supercharged Sodalite Hammer Head
tconstruct:hammer_head:0, Supercharged Ammolite Hammer Head
tconstruct:hammer_head:0, Supercharged Kunzite Hammer Head
tconstruct:hammer_head:0, Supercharged Rose Quartz Hammer Head
tconstruct:hammer_head:0, Supercharged Tektite Hammer Head
tconstruct:hammer_head:0, Supercharged Pearl Hammer Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Adamantine Excavator Head
tconstruct:excavator_head:0, Antimony Excavator Head
tconstruct:excavator_head:0, Aquarium Excavator Head
tconstruct:excavator_head:0, Bismuth Excavator Head
tconstruct:excavator_head:0, Brass Excavator Head
tconstruct:excavator_head:0, Cold-Iron Excavator Head
tconstruct:excavator_head:0, Cupronickel Excavator Head
tconstruct:excavator_head:0, Invar Excavator Head
tconstruct:excavator_head:0, Mithril Excavator Head
tconstruct:excavator_head:0, Nickel Excavator Head
tconstruct:excavator_head:0, Pewter Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Star-Steel Excavator Head
tconstruct:excavator_head:0, Tin Excavator Head
tconstruct:excavator_head:0, Zinc Excavator Head
tconstruct:excavator_head:0, Beryllium Excavator Head
tconstruct:excavator_head:0, Boron Excavator Head
tconstruct:excavator_head:0, Cadmium Excavator Head
tconstruct:excavator_head:0, Chromium Excavator Head
tconstruct:excavator_head:0, Galvanized Steel Excavator Head
tconstruct:excavator_head:0, Iridium Excavator Head
tconstruct:excavator_head:0, Magnesium Excavator Head
tconstruct:excavator_head:0, Manganese Excavator Head
tconstruct:excavator_head:0, Nichrome Excavator Head
tconstruct:excavator_head:0, Osmium Excavator Head
tconstruct:excavator_head:0, Plutonium Excavator Head
tconstruct:excavator_head:0, Rutile Excavator Head
tconstruct:excavator_head:0, Stainless Steel Excavator Head
tconstruct:excavator_head:0, Tantalum Excavator Head
tconstruct:excavator_head:0, Thorium Excavator Head
tconstruct:excavator_head:0, Titanium Excavator Head
tconstruct:excavator_head:0, Tungsten Excavator Head
tconstruct:excavator_head:0, Uranium Excavator Head
tconstruct:excavator_head:0, Zirconium Excavator Head
tconstruct:excavator_head:0, Treated Wood Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:excavator_head:0, Ruby Excavator Head
tconstruct:excavator_head:0, Garnet Excavator Head
tconstruct:excavator_head:0, Topaz Excavator Head
tconstruct:excavator_head:0, Amber Excavator Head
tconstruct:excavator_head:0, Heliodor Excavator Head
tconstruct:excavator_head:0, Peridot Excavator Head
tconstruct:excavator_head:0, Green Sapphire Excavator Head
tconstruct:excavator_head:0, Indicolite Excavator Head
tconstruct:excavator_head:0, Aquamarine Excavator Head
tconstruct:excavator_head:0, Sapphire Excavator Head
tconstruct:excavator_head:0, Iolite Excavator Head
tconstruct:excavator_head:0, Amethyst Excavator Head
tconstruct:excavator_head:0, Agate Excavator Head
tconstruct:excavator_head:0, Morganite Excavator Head
tconstruct:excavator_head:0, Onyx Excavator Head
tconstruct:excavator_head:0, Opal Excavator Head
tconstruct:excavator_head:0, Carnelian Excavator Head
tconstruct:excavator_head:0, Spinel Excavator Head
tconstruct:excavator_head:0, Citrine Excavator Head
tconstruct:excavator_head:0, Jasper Excavator Head
tconstruct:excavator_head:0, Golden Beryl Excavator Head
tconstruct:excavator_head:0, Moldavite Excavator Head
tconstruct:excavator_head:0, Malachite Excavator Head
tconstruct:excavator_head:0, Turquoise Excavator Head
tconstruct:excavator_head:0, Moonstone Excavator Head
tconstruct:excavator_head:0, Blue Topaz Excavator Head
tconstruct:excavator_head:0, Tanzanite Excavator Head
tconstruct:excavator_head:0, Violet Sapphire Excavator Head
tconstruct:excavator_head:0, Lepidolite Excavator Head
tconstruct:excavator_head:0, Ametrine Excavator Head
tconstruct:excavator_head:0, Black Diamond Excavator Head
tconstruct:excavator_head:0, Alexandrite Excavator Head
tconstruct:excavator_head:0, Pyrope Excavator Head
tconstruct:excavator_head:0, Coral Excavator Head
tconstruct:excavator_head:0, Sunstone Excavator Head
tconstruct:excavator_head:0, Cat's Eye Excavator Head
tconstruct:excavator_head:0, Zircon Excavator Head
tconstruct:excavator_head:0, Jade Excavator Head
tconstruct:excavator_head:0, Chrysoprase Excavator Head
tconstruct:excavator_head:0, Apatite Excavator Head
tconstruct:excavator_head:0, Fluorite Excavator Head
tconstruct:excavator_head:0, Kyanite Excavator Head
tconstruct:excavator_head:0, Sodalite Excavator Head
tconstruct:excavator_head:0, Ammolite Excavator Head
tconstruct:excavator_head:0, Kunzite Excavator Head
tconstruct:excavator_head:0, Rose Quartz Excavator Head
tconstruct:excavator_head:0, Tektite Excavator Head
tconstruct:excavator_head:0, Pearl Excavator Head
tconstruct:excavator_head:0, Supercharged Ruby Excavator Head
tconstruct:excavator_head:0, Supercharged Garnet Excavator Head
tconstruct:excavator_head:0, Supercharged Topaz Excavator Head
tconstruct:excavator_head:0, Supercharged Amber Excavator Head
tconstruct:excavator_head:0, Supercharged Heliodor Excavator Head
tconstruct:excavator_head:0, Supercharged Peridot Excavator Head
tconstruct:excavator_head:0, Supercharged Green Sapphire Excavator Head
tconstruct:excavator_head:0, Supercharged Indicolite Excavator Head
tconstruct:excavator_head:0, Supercharged Aquamarine Excavator Head
tconstruct:excavator_head:0, Supercharged Sapphire Excavator Head
tconstruct:excavator_head:0, Supercharged Iolite Excavator Head
tconstruct:excavator_head:0, Supercharged Amethyst Excavator Head
tconstruct:excavator_head:0, Supercharged Agate Excavator Head
tconstruct:excavator_head:0, Supercharged Morganite Excavator Head
tconstruct:excavator_head:0, Supercharged Onyx Excavator Head
tconstruct:excavator_head:0, Supercharged Opal Excavator Head
tconstruct:excavator_head:0, Supercharged Carnelian Excavator Head
tconstruct:excavator_head:0, Supercharged Spinel Excavator Head
tconstruct:excavator_head:0, Supercharged Citrine Excavator Head
tconstruct:excavator_head:0, Supercharged Jasper Excavator Head
tconstruct:excavator_head:0, Supercharged Golden Beryl Excavator Head
tconstruct:excavator_head:0, Supercharged Moldavite Excavator Head
tconstruct:excavator_head:0, Supercharged Malachite Excavator Head
tconstruct:excavator_head:0, Supercharged Turquoise Excavator Head
tconstruct:excavator_head:0, Supercharged Moonstone Excavator Head
tconstruct:excavator_head:0, Supercharged Blue Topaz Excavator Head
tconstruct:excavator_head:0, Supercharged Tanzanite Excavator Head
tconstruct:excavator_head:0, Supercharged Violet Sapphire Excavator Head
tconstruct:excavator_head:0, Supercharged Lepidolite Excavator Head
tconstruct:excavator_head:0, Supercharged Ametrine Excavator Head
tconstruct:excavator_head:0, Supercharged Black Diamond Excavator Head
tconstruct:excavator_head:0, Supercharged Alexandrite Excavator Head
tconstruct:excavator_head:0, Supercharged Pyrope Excavator Head
tconstruct:excavator_head:0, Supercharged Coral Excavator Head
tconstruct:excavator_head:0, Supercharged Sunstone Excavator Head
tconstruct:excavator_head:0, Supercharged Cat's Eye Excavator Head
tconstruct:excavator_head:0, Supercharged Zircon Excavator Head
tconstruct:excavator_head:0, Supercharged Jade Excavator Head
tconstruct:excavator_head:0, Supercharged Chrysoprase Excavator Head
tconstruct:excavator_head:0, Supercharged Apatite Excavator Head
tconstruct:excavator_head:0, Supercharged Fluorite Excavator Head
tconstruct:excavator_head:0, Supercharged Kyanite Excavator Head
tconstruct:excavator_head:0, Supercharged Sodalite Excavator Head
tconstruct:excavator_head:0, Supercharged Ammolite Excavator Head
tconstruct:excavator_head:0, Supercharged Kunzite Excavator Head
tconstruct:excavator_head:0, Supercharged Rose Quartz Excavator Head
tconstruct:excavator_head:0, Supercharged Tektite Excavator Head
tconstruct:excavator_head:0, Supercharged Pearl Excavator Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Adamantine Kama Head
tconstruct:kama_head:0, Antimony Kama Head
tconstruct:kama_head:0, Aquarium Kama Head
tconstruct:kama_head:0, Bismuth Kama Head
tconstruct:kama_head:0, Brass Kama Head
tconstruct:kama_head:0, Cold-Iron Kama Head
tconstruct:kama_head:0, Cupronickel Kama Head
tconstruct:kama_head:0, Invar Kama Head
tconstruct:kama_head:0, Mithril Kama Head
tconstruct:kama_head:0, Nickel Kama Head
tconstruct:kama_head:0, Pewter Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Star-Steel Kama Head
tconstruct:kama_head:0, Tin Kama Head
tconstruct:kama_head:0, Zinc Kama Head
tconstruct:kama_head:0, Beryllium Kama Head
tconstruct:kama_head:0, Boron Kama Head
tconstruct:kama_head:0, Cadmium Kama Head
tconstruct:kama_head:0, Chromium Kama Head
tconstruct:kama_head:0, Galvanized Steel Kama Head
tconstruct:kama_head:0, Iridium Kama Head
tconstruct:kama_head:0, Magnesium Kama Head
tconstruct:kama_head:0, Manganese Kama Head
tconstruct:kama_head:0, Nichrome Kama Head
tconstruct:kama_head:0, Osmium Kama Head
tconstruct:kama_head:0, Plutonium Kama Head
tconstruct:kama_head:0, Rutile Kama Head
tconstruct:kama_head:0, Stainless Steel Kama Head
tconstruct:kama_head:0, Tantalum Kama Head
tconstruct:kama_head:0, Thorium Kama Head
tconstruct:kama_head:0, Titanium Kama Head
tconstruct:kama_head:0, Tungsten Kama Head
tconstruct:kama_head:0, Uranium Kama Head
tconstruct:kama_head:0, Zirconium Kama Head
tconstruct:kama_head:0, Treated Wood Kama Head
tconstruct:kama_head:0, Constantan Kama Head
tconstruct:kama_head:0, Ruby Kama Head
tconstruct:kama_head:0, Garnet Kama Head
tconstruct:kama_head:0, Topaz Kama Head
tconstruct:kama_head:0, Amber Kama Head
tconstruct:kama_head:0, Heliodor Kama Head
tconstruct:kama_head:0, Peridot Kama Head
tconstruct:kama_head:0, Green Sapphire Kama Head
tconstruct:kama_head:0, Indicolite Kama Head
tconstruct:kama_head:0, Aquamarine Kama Head
tconstruct:kama_head:0, Sapphire Kama Head
tconstruct:kama_head:0, Iolite Kama Head
tconstruct:kama_head:0, Amethyst Kama Head
tconstruct:kama_head:0, Agate Kama Head
tconstruct:kama_head:0, Morganite Kama Head
tconstruct:kama_head:0, Onyx Kama Head
tconstruct:kama_head:0, Opal Kama Head
tconstruct:kama_head:0, Carnelian Kama Head
tconstruct:kama_head:0, Spinel Kama Head
tconstruct:kama_head:0, Citrine Kama Head
tconstruct:kama_head:0, Jasper Kama Head
tconstruct:kama_head:0, Golden Beryl Kama Head
tconstruct:kama_head:0, Moldavite Kama Head
tconstruct:kama_head:0, Malachite Kama Head
tconstruct:kama_head:0, Turquoise Kama Head
tconstruct:kama_head:0, Moonstone Kama Head
tconstruct:kama_head:0, Blue Topaz Kama Head
tconstruct:kama_head:0, Tanzanite Kama Head
tconstruct:kama_head:0, Violet Sapphire Kama Head
tconstruct:kama_head:0, Lepidolite Kama Head
tconstruct:kama_head:0, Ametrine Kama Head
tconstruct:kama_head:0, Black Diamond Kama Head
tconstruct:kama_head:0, Alexandrite Kama Head
tconstruct:kama_head:0, Pyrope Kama Head
tconstruct:kama_head:0, Coral Kama Head
tconstruct:kama_head:0, Sunstone Kama Head
tconstruct:kama_head:0, Cat's Eye Kama Head
tconstruct:kama_head:0, Zircon Kama Head
tconstruct:kama_head:0, Jade Kama Head
tconstruct:kama_head:0, Chrysoprase Kama Head
tconstruct:kama_head:0, Apatite Kama Head
tconstruct:kama_head:0, Fluorite Kama Head
tconstruct:kama_head:0, Kyanite Kama Head
tconstruct:kama_head:0, Sodalite Kama Head
tconstruct:kama_head:0, Ammolite Kama Head
tconstruct:kama_head:0, Kunzite Kama Head
tconstruct:kama_head:0, Rose Quartz Kama Head
tconstruct:kama_head:0, Tektite Kama Head
tconstruct:kama_head:0, Pearl Kama Head
tconstruct:kama_head:0, Supercharged Ruby Kama Head
tconstruct:kama_head:0, Supercharged Garnet Kama Head
tconstruct:kama_head:0, Supercharged Topaz Kama Head
tconstruct:kama_head:0, Supercharged Amber Kama Head
tconstruct:kama_head:0, Supercharged Heliodor Kama Head
tconstruct:kama_head:0, Supercharged Peridot Kama Head
tconstruct:kama_head:0, Supercharged Green Sapphire Kama Head
tconstruct:kama_head:0, Supercharged Indicolite Kama Head
tconstruct:kama_head:0, Supercharged Aquamarine Kama Head
tconstruct:kama_head:0, Supercharged Sapphire Kama Head
tconstruct:kama_head:0, Supercharged Iolite Kama Head
tconstruct:kama_head:0, Supercharged Amethyst Kama Head
tconstruct:kama_head:0, Supercharged Agate Kama Head
tconstruct:kama_head:0, Supercharged Morganite Kama Head
tconstruct:kama_head:0, Supercharged Onyx Kama Head
tconstruct:kama_head:0, Supercharged Opal Kama Head
tconstruct:kama_head:0, Supercharged Carnelian Kama Head
tconstruct:kama_head:0, Supercharged Spinel Kama Head
tconstruct:kama_head:0, Supercharged Citrine Kama Head
tconstruct:kama_head:0, Supercharged Jasper Kama Head
tconstruct:kama_head:0, Supercharged Golden Beryl Kama Head
tconstruct:kama_head:0, Supercharged Moldavite Kama Head
tconstruct:kama_head:0, Supercharged Malachite Kama Head
tconstruct:kama_head:0, Supercharged Turquoise Kama Head
tconstruct:kama_head:0, Supercharged Moonstone Kama Head
tconstruct:kama_head:0, Supercharged Blue Topaz Kama Head
tconstruct:kama_head:0, Supercharged Tanzanite Kama Head
tconstruct:kama_head:0, Supercharged Violet Sapphire Kama Head
tconstruct:kama_head:0, Supercharged Lepidolite Kama Head
tconstruct:kama_head:0, Supercharged Ametrine Kama Head
tconstruct:kama_head:0, Supercharged Black Diamond Kama Head
tconstruct:kama_head:0, Supercharged Alexandrite Kama Head
tconstruct:kama_head:0, Supercharged Pyrope Kama Head
tconstruct:kama_head:0, Supercharged Coral Kama Head
tconstruct:kama_head:0, Supercharged Sunstone Kama Head
tconstruct:kama_head:0, Supercharged Cat's Eye Kama Head
tconstruct:kama_head:0, Supercharged Zircon Kama Head
tconstruct:kama_head:0, Supercharged Jade Kama Head
tconstruct:kama_head:0, Supercharged Chrysoprase Kama Head
tconstruct:kama_head:0, Supercharged Apatite Kama Head
tconstruct:kama_head:0, Supercharged Fluorite Kama Head
tconstruct:kama_head:0, Supercharged Kyanite Kama Head
tconstruct:kama_head:0, Supercharged Sodalite Kama Head
tconstruct:kama_head:0, Supercharged Ammolite Kama Head
tconstruct:kama_head:0, Supercharged Kunzite Kama Head
tconstruct:kama_head:0, Supercharged Rose Quartz Kama Head
tconstruct:kama_head:0, Supercharged Tektite Kama Head
tconstruct:kama_head:0, Supercharged Pearl Kama Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
